id,type,name,highway,maxspeed,lanes,oneway
894118408,way,Unknown,footway,Unknown,Unknown,Unknown
894118409,way,Unknown,footway,Unknown,Unknown,Unknown
894118410,way,Unknown,footway,Unknown,Unknown,Unknown
894118411,way,Unknown,footway,Unknown,Unknown,Unknown
894118412,way,Unknown,footway,Unknown,Unknown,Unknown
894118413,way,Unknown,footway,Unknown,Unknown,Unknown
894118414,way,Unknown,footway,Unknown,Unknown,Unknown
894118415,way,Unknown,footway,Unknown,Unknown,Unknown
894118416,way,Unknown,footway,Unknown,Unknown,Unknown
894118417,way,Unknown,footway,Unknown,Unknown,Unknown
894118418,way,Unknown,footway,Unknown,Unknown,Unknown
894118420,way,Unknown,footway,Unknown,Unknown,Unknown
894118421,way,Unknown,footway,Unknown,Unknown,Unknown
894118422,way,Unknown,footway,Unknown,Unknown,Unknown
894118423,way,Unknown,footway,Unknown,Unknown,Unknown
894118424,way,Unknown,footway,Unknown,Unknown,Unknown
894118429,way,Unknown,footway,Unknown,Unknown,Unknown
894118432,way,Unknown,footway,Unknown,Unknown,Unknown
894118433,way,Unknown,footway,Unknown,Unknown,Unknown
894118434,way,Unknown,footway,Unknown,Unknown,Unknown
894118435,way,Unknown,footway,Unknown,Unknown,Unknown
894118436,way,Unknown,footway,Unknown,Unknown,Unknown
894118437,way,Unknown,footway,Unknown,Unknown,Unknown
894118438,way,Unknown,footway,Unknown,Unknown,Unknown
894118439,way,Unknown,service,Unknown,Unknown,Unknown
894118441,way,Unknown,footway,Unknown,Unknown,Unknown
894118442,way,Unknown,footway,Unknown,Unknown,Unknown
894118443,way,Unknown,footway,Unknown,Unknown,Unknown
894118444,way,Unknown,footway,Unknown,Unknown,Unknown
894118445,way,Unknown,footway,Unknown,Unknown,Unknown
894118446,way,Unknown,footway,Unknown,Unknown,Unknown
894118447,way,Unknown,footway,Unknown,Unknown,Unknown
894118448,way,Unknown,footway,Unknown,Unknown,Unknown
894118449,way,Unknown,footway,Unknown,Unknown,Unknown
894118452,way,Unknown,footway,Unknown,Unknown,Unknown
894118453,way,Unknown,footway,Unknown,Unknown,Unknown
894118454,way,Unknown,footway,Unknown,Unknown,Unknown
894118455,way,Unknown,footway,Unknown,Unknown,Unknown
894118456,way,Unknown,footway,Unknown,Unknown,Unknown
894118457,way,Unknown,footway,Unknown,Unknown,Unknown
894118458,way,Unknown,footway,Unknown,Unknown,Unknown
894118459,way,Unknown,footway,Unknown,Unknown,Unknown
894118461,way,Unknown,footway,Unknown,Unknown,Unknown
894118462,way,Unknown,footway,Unknown,Unknown,Unknown
894118463,way,Unknown,footway,Unknown,Unknown,Unknown
894118464,way,Unknown,footway,Unknown,Unknown,Unknown
894118465,way,Unknown,footway,Unknown,Unknown,Unknown
894118466,way,Unknown,footway,Unknown,Unknown,Unknown
894118467,way,Unknown,footway,Unknown,Unknown,Unknown
894118469,way,Unknown,footway,Unknown,Unknown,Unknown
894118473,way,Unknown,footway,Unknown,Unknown,Unknown
894118474,way,Unknown,footway,Unknown,Unknown,Unknown
894118475,way,Unknown,footway,Unknown,Unknown,Unknown
894118476,way,Unknown,footway,Unknown,Unknown,Unknown
894118477,way,Unknown,footway,Unknown,Unknown,Unknown
894118478,way,Unknown,footway,Unknown,Unknown,Unknown
894118479,way,Unknown,footway,Unknown,Unknown,Unknown
894118480,way,Unknown,footway,Unknown,Unknown,Unknown
894118481,way,Greenwich Street,footway,Unknown,Unknown,Unknown
894118482,way,Unknown,footway,Unknown,Unknown,Unknown
894118483,way,Watts Street,footway,Unknown,Unknown,Unknown
894118484,way,Unknown,footway,Unknown,Unknown,Unknown
894118485,way,Unknown,footway,Unknown,Unknown,Unknown
894118486,way,Unknown,footway,Unknown,Unknown,Unknown
894118487,way,Unknown,footway,Unknown,Unknown,Unknown
894118488,way,Unknown,footway,Unknown,Unknown,Unknown
894118489,way,Unknown,footway,Unknown,Unknown,Unknown
894118490,way,Unknown,footway,Unknown,Unknown,Unknown
894118491,way,Unknown,footway,Unknown,Unknown,Unknown
894118492,way,Unknown,footway,Unknown,Unknown,Unknown
894118493,way,Unknown,footway,Unknown,Unknown,Unknown
894118494,way,Unknown,footway,Unknown,Unknown,Unknown
894118495,way,Unknown,footway,Unknown,Unknown,Unknown
894118496,way,Unknown,footway,Unknown,Unknown,Unknown
894118497,way,Unknown,footway,Unknown,Unknown,Unknown
894321694,way,Unknown,footway,Unknown,Unknown,Unknown
894321695,way,Unknown,footway,Unknown,Unknown,Unknown
894321696,way,Unknown,footway,Unknown,Unknown,Unknown
894321697,way,Unknown,footway,Unknown,Unknown,Unknown
894321698,way,Unknown,footway,Unknown,Unknown,Unknown
894321699,way,Unknown,footway,Unknown,Unknown,Unknown
894321700,way,Unknown,footway,Unknown,Unknown,Unknown
894321701,way,Unknown,footway,Unknown,Unknown,Unknown
894321702,way,Unknown,footway,Unknown,Unknown,Unknown
894321703,way,Unknown,footway,Unknown,Unknown,Unknown
894321704,way,Unknown,footway,Unknown,Unknown,Unknown
894321705,way,Unknown,footway,Unknown,Unknown,Unknown
894321706,way,Unknown,footway,Unknown,Unknown,Unknown
894321707,way,Unknown,footway,Unknown,Unknown,Unknown
894321708,way,Unknown,footway,Unknown,Unknown,Unknown
894321709,way,Unknown,footway,Unknown,Unknown,Unknown
894321710,way,Unknown,footway,Unknown,Unknown,Unknown
894321711,way,Unknown,footway,Unknown,Unknown,Unknown
894321712,way,Unknown,footway,Unknown,Unknown,Unknown
894321713,way,Unknown,footway,Unknown,Unknown,Unknown
894321714,way,Unknown,footway,Unknown,Unknown,Unknown
894321715,way,Unknown,footway,Unknown,Unknown,Unknown
894321716,way,Unknown,footway,Unknown,Unknown,Unknown
894321717,way,Unknown,footway,Unknown,Unknown,Unknown
894321718,way,Unknown,footway,Unknown,Unknown,Unknown
894321719,way,Unknown,footway,Unknown,Unknown,Unknown
894321720,way,Unknown,footway,Unknown,Unknown,Unknown
894321721,way,Unknown,footway,Unknown,Unknown,Unknown
894321722,way,Unknown,footway,Unknown,Unknown,Unknown
894321723,way,Unknown,footway,Unknown,Unknown,Unknown
894321725,way,Unknown,footway,Unknown,Unknown,Unknown
894321726,way,Unknown,footway,Unknown,Unknown,Unknown
894321728,way,Unknown,footway,Unknown,Unknown,Unknown
894321729,way,Unknown,footway,Unknown,Unknown,Unknown
894321730,way,Unknown,footway,Unknown,Unknown,Unknown
894947237,way,Unknown,service,Unknown,Unknown,no
895015394,way,North End Avenue,footway,Unknown,Unknown,Unknown
895015395,way,Murray Street,footway,Unknown,Unknown,Unknown
895015396,way,Murray Street,footway,Unknown,Unknown,Unknown
895015397,way,North End Avenue,footway,Unknown,Unknown,Unknown
895015401,way,Murray Street,footway,Unknown,Unknown,Unknown
895137846,way,Unknown,service,Unknown,Unknown,Unknown
895349521,way,Samuel Dickstein Plaza,secondary,25 mph,2,no
895713022,way,Unknown,footway,Unknown,Unknown,Unknown
901324884,way,Unknown,footway,Unknown,Unknown,Unknown
901324885,way,Unknown,footway,Unknown,Unknown,Unknown
901324889,way,Unknown,footway,Unknown,Unknown,Unknown
903589927,way,Varick Street,secondary,20 mph,3,yes
903589928,way,West Broadway,secondary,20 mph,1,yes
903589929,way,Church Street,secondary,20 mph,3,yes
903593425,way,East Houston Street,primary,25 mph,3,yes
903593426,way,East Houston Street,primary,25 mph,3,yes
904809348,way,Pike Street,primary,20 mph,3,yes
904809350,way,East Broadway,secondary,20 mph,2,Unknown
904942318,way,Unknown,service,Unknown,Unknown,yes
904942319,way,Unknown,service,Unknown,Unknown,yes
904942320,way,Unknown,service,Unknown,Unknown,yes
904952003,way,Unknown,service,Unknown,Unknown,Unknown
907752389,way,Unknown,footway,Unknown,Unknown,Unknown
907752390,way,Unknown,footway,Unknown,Unknown,Unknown
907752397,way,Unknown,footway,Unknown,Unknown,Unknown
907753021,way,Unknown,footway,Unknown,Unknown,Unknown
907753022,way,Unknown,footway,Unknown,Unknown,Unknown
907753023,way,Unknown,footway,Unknown,Unknown,Unknown
907753024,way,Unknown,footway,Unknown,Unknown,Unknown
907753025,way,Unknown,footway,Unknown,Unknown,Unknown
907753026,way,Unknown,footway,Unknown,Unknown,Unknown
907753027,way,Unknown,footway,Unknown,Unknown,Unknown
907753028,way,Unknown,footway,Unknown,Unknown,Unknown
907753029,way,Unknown,footway,Unknown,Unknown,Unknown
907753030,way,Unknown,footway,Unknown,Unknown,Unknown
907753031,way,Unknown,footway,Unknown,Unknown,Unknown
907753032,way,Unknown,footway,Unknown,Unknown,Unknown
907753033,way,Unknown,footway,Unknown,Unknown,Unknown
907753034,way,Unknown,footway,Unknown,Unknown,Unknown
907753035,way,Unknown,footway,Unknown,Unknown,Unknown
907754216,way,Unknown,footway,Unknown,Unknown,Unknown
907754217,way,Unknown,footway,Unknown,Unknown,Unknown
908405992,way,Franklin Street,residential,20 mph,Unknown,yes
908822820,way,Unknown,path,Unknown,Unknown,Unknown
908823395,way,Cherry Street,residential,20 mph,Unknown,yes
910361854,way,Catherine Street,residential,20 mph,1,yes
910363795,way,Pike Street,primary,20 mph,3,yes
910484222,way,East Houston Street,primary,25 mph,2,yes
912475761,way,Essex Street,residential,25 mph,Unknown,no
913914785,way,Catherine Slip,cycleway,Unknown,Unknown,yes
918075531,way,Hudson Street,footway,Unknown,Unknown,Unknown
918075533,way,Hudson Street,footway,Unknown,Unknown,Unknown
918075534,way,Canal Street,footway,Unknown,Unknown,Unknown
918075536,way,Canal Street,footway,Unknown,Unknown,Unknown
918075539,way,Canal Street,footway,Unknown,Unknown,Unknown
918075541,way,Hudson Street,footway,Unknown,Unknown,Unknown
921450832,way,Chrystie Street,primary,25 mph,6,no
930655882,way,Unknown,service,Unknown,Unknown,yes
930655883,way,Unknown,service,Unknown,Unknown,Unknown
930655884,way,Unknown,service,Unknown,Unknown,Unknown
931223087,way,Brooklyn Bridge Bicycle Path,cycleway,Unknown,2,no
932944324,way,Unknown,footway,Unknown,Unknown,Unknown
932944325,way,Unknown,secondary_link,20 mph,1,yes
932944326,way,Varick Street,secondary,25 mph,3,yes
941936918,way,West Broadway,residential,20 mph,2,yes
941943231,way,Leonard Street,residential,20 mph,1,yes
941943232,way,North Moore Street,residential,20 mph,2,yes
941943233,way,North Moore Street,residential,20 mph,Unknown,yes
941943234,way,Vestry Street,residential,20 mph,1,yes
941946143,way,Unknown,cycleway,Unknown,1,yes
944692441,way,Lafayette Street,primary,25 mph,2,yes
944692442,way,Grand Street,secondary,25 mph,1,yes
945127744,way,Cherry Street,residential,20 mph,Unknown,yes
945127745,way,Cherry Street,residential,20 mph,Unknown,yes
946653471,way,Hudson Street,secondary,25 mph,2,yes
947215907,way,Broadway,secondary,25 mph,Unknown,yes
947916171,way,Church Street,secondary,20 mph,3,yes
947916172,way,Church Street,secondary,20 mph,3,yes
952703047,way,Hudson Street,trunk,20 mph,4,yes
952703048,way,Canal Street,trunk,20 mph,2,yes
954310592,way,Unknown,motorway_link,25 mph,1,yes
954496239,way,Unknown,motorway_link,25 mph,1,yes
954502538,way,Unknown,motorway_link,25 mph,2,yes
954503215,way,Old Fulton Street,primary,Unknown,2,yes
954541805,way,Delancey Street,residential,25 mph,1,yes
955134530,way,Trinity Place,unclassified,25 mph,1,yes
955134531,way,Fulton Street,cycleway,Unknown,Unknown,yes
955134535,way,Greenwich Street,unclassified,20 mph,2,yes
955214773,way,Allen Street,cycleway,Unknown,Unknown,yes
955214786,way,Unknown,footway,Unknown,Unknown,Unknown
955214790,way,Delancey Street,primary,25 mph,Unknown,yes
955214800,way,Unknown,cycleway,Unknown,Unknown,yes
955214801,way,Clinton Street,residential,25 mph,Unknown,yes
955214802,way,Clinton Street,cycleway,Unknown,Unknown,no
955237974,way,Church Street,secondary,20 mph,3,yes
955237975,way,Church Street,secondary,20 mph,4,yes
955293893,way,6th Avenue,secondary,20 mph,2,yes
955293894,way,Franklin Street,residential,20 mph,1,yes
955293895,way,6th Avenue,secondary,20 mph,3,yes
955301423,way,Eldridge Street,residential,25 mph,Unknown,yes
955301424,way,Delancey Street,primary,25 mph,4,yes
955925383,way,Unknown,steps,Unknown,Unknown,Unknown
955925385,way,Unknown,steps,Unknown,Unknown,Unknown
955925386,way,Unknown,steps,Unknown,Unknown,Unknown
955925387,way,Unknown,steps,Unknown,Unknown,Unknown
955925389,way,Unknown,steps,Unknown,Unknown,Unknown
955925397,way,Unknown,footway,Unknown,Unknown,Unknown
955925399,way,Unknown,service,Unknown,1,yes
957048347,way,Prospect Street,secondary,25 mph,3,yes
957085297,way,Broadway,primary,25 mph,3,yes
957085298,way,Broadway,primary,25 mph,2,yes
957524734,way,FDR Drive,motorway,40 mph,3,yes
958158459,way,FDR Drive,motorway,25 mph,3,yes
958203289,way,FDR Drive,motorway,40 mph,3,yes
958254533,way,Brooklyn Bridge Bicycle Path,cycleway,Unknown,Unknown,no
958264261,way,Madison Street,residential,20 mph,Unknown,yes
958264262,way,Pearl Street,residential,20 mph,2,no
958268977,way,Spring Street,residential,25 mph,Unknown,yes
959159711,way,Brooklyn-Queens Expressway,motorway,45 mph,3,yes
959708349,way,Unknown,motorway_link,Unknown,2,yes
959785458,way,Unknown,trunk_link,25 mph,1,yes
959915205,way,Unknown,steps,Unknown,Unknown,Unknown
960826123,way,Unknown,footway,Unknown,Unknown,Unknown
960826124,way,Unknown,footway,Unknown,Unknown,Unknown
960826125,way,Unknown,footway,Unknown,Unknown,Unknown
960826127,way,Unknown,footway,Unknown,Unknown,Unknown
960826130,way,Unknown,footway,Unknown,Unknown,Unknown
960826131,way,Unknown,footway,Unknown,Unknown,Unknown
960826134,way,Unknown,footway,Unknown,Unknown,Unknown
960826138,way,Unknown,footway,Unknown,Unknown,Unknown
960826139,way,Unknown,footway,Unknown,Unknown,Unknown
962602326,way,Clinton Street,residential,25 mph,1,yes
962816206,way,Old Fulton Street,primary,Unknown,3,yes
963551551,way,Broadway,secondary,25 mph,4,yes
963551552,way,Howard Street,residential,25 mph,Unknown,yes
963551553,way,Broadway,secondary,20 mph,2,yes
963975252,way,Unknown,motorway_link,25 mph,2,yes
964220270,way,South Street,secondary,25 mph,1,yes
964220271,way,South Street,secondary,25 mph,1,yes
964236440,way,Allen Street,primary,25 mph,3,yes
964236441,way,Allen Street,primary,25 mph,3,yes
964554758,way,Hicks Street,primary_link,Unknown,2,yes
964819133,way,Unknown,footway,Unknown,Unknown,Unknown
964819134,way,Unknown,footway,Unknown,Unknown,Unknown
964822655,way,Unknown,footway,Unknown,Unknown,Unknown
964822657,way,Unknown,steps,Unknown,Unknown,Unknown
966146166,way,Robert F. Wagner Sr. Place,secondary,20 mph,2,yes
966261286,way,Unknown,footway,Unknown,Unknown,Unknown
968223057,way,Unknown,steps,Unknown,Unknown,Unknown
968388395,way,7th Avenue South,secondary,25 mph,3,yes
968418375,way,Unknown,motorway,25 mph,4,yes
968521510,way,Unknown,footway,Unknown,Unknown,Unknown
968521513,way,Suffolk Street,residential,25 mph,Unknown,yes
968737540,way,Broadway,secondary,25 mph,2,yes
968737541,way,Prince Street,residential,25 mph,Unknown,yes
968737542,way,Broadway,secondary,25 mph,2,yes
968737543,way,Broome Street,primary,25 mph,2,yes
968737544,way,Broadway,secondary,25 mph,2,yes
969324272,way,Unknown,footway,Unknown,Unknown,Unknown
969848685,way,Unknown,steps,Unknown,Unknown,Unknown
969848686,way,Unknown,footway,Unknown,Unknown,Unknown
969848687,way,Unknown,footway,Unknown,Unknown,Unknown
969848688,way,Unknown,footway,Unknown,Unknown,Unknown
969848689,way,Unknown,footway,Unknown,Unknown,Unknown
970628513,way,Allen Street,primary,25 mph,1,yes
970628514,way,Allen Street,primary,25 mph,3,yes
972344314,way,Unknown,footway,Unknown,Unknown,Unknown
972373782,way,Unknown,footway,Unknown,Unknown,Unknown
972373786,way,Unknown,footway,Unknown,Unknown,Unknown
972373787,way,Unknown,footway,Unknown,Unknown,Unknown
972373788,way,Unknown,footway,Unknown,Unknown,Unknown
972373789,way,Unknown,footway,Unknown,Unknown,Unknown
972373790,way,Unknown,footway,Unknown,Unknown,Unknown
973521991,way,Unknown,service,Unknown,Unknown,Unknown
974294810,way,Broadway,secondary,20 mph,3,yes
974350882,way,Unknown,service,Unknown,Unknown,no
975439535,way,Unknown,footway,Unknown,Unknown,Unknown
975439536,way,Hanover Square,residential,20 mph,1,yes
978200211,way,Brooklyn-Queens Expressway,motorway,45 mph,3,yes
978431658,way,West Street,trunk,30 mph,4,yes
978439270,way,West Street,trunk,30 mph,4,yes
978443489,way,East Houston Street,primary,25 mph,3,yes
978675658,way,Canal Street,trunk,20 mph,4,no
978675659,way,Canal Street,trunk,20 mph,4,no
981015229,way,Unknown,footway,Unknown,Unknown,Unknown
981015233,way,Unknown,footway,Unknown,Unknown,Unknown
981500815,way,Allen Street,primary,25 mph,2,yes
981500816,way,Allen Street,primary,25 mph,3,yes
981500817,way,Allen Street,primary,25 mph,2,yes
981500818,way,Allen Street,primary,25 mph,2,yes
981500819,way,Canal Street,secondary,20 mph,Unknown,no
981687053,way,Unknown,service,Unknown,Unknown,Unknown
981687428,way,Unknown,service,Unknown,1,yes
981687430,way,Unknown,service,Unknown,2,no
982489289,way,Unknown,motorway_link,25 mph,2,yes
983374932,way,Unknown,cycleway,Unknown,2,no
983374933,way,Unknown,footway,Unknown,Unknown,Unknown
983374935,way,Brooklyn Bridge Bicycle Path,cycleway,Unknown,2,no
983374936,way,Centre Street,cycleway,Unknown,2,no
983638975,way,Unknown,footway,Unknown,Unknown,Unknown
983716194,way,Unknown,footway,Unknown,Unknown,Unknown
985269111,way,Unknown,footway,Unknown,Unknown,Unknown
985269112,way,Unknown,steps,Unknown,Unknown,Unknown
985269113,way,Unknown,steps,Unknown,Unknown,Unknown
985269114,way,Unknown,footway,Unknown,Unknown,Unknown
985269118,way,Unknown,steps,Unknown,Unknown,Unknown
985269119,way,Unknown,footway,Unknown,Unknown,Unknown
985269120,way,Unknown,footway,Unknown,Unknown,Unknown
985269121,way,Unknown,steps,Unknown,Unknown,Unknown
985269122,way,Unknown,footway,Unknown,Unknown,Unknown
985269123,way,Unknown,footway,Unknown,Unknown,Unknown
985269124,way,Unknown,footway,Unknown,Unknown,Unknown
985269125,way,Unknown,steps,Unknown,Unknown,Unknown
985269127,way,Unknown,steps,Unknown,Unknown,Unknown
985269128,way,Unknown,footway,Unknown,Unknown,Unknown
985269129,way,Unknown,footway,Unknown,Unknown,Unknown
985269133,way,Unknown,footway,Unknown,Unknown,Unknown
985269134,way,Unknown,footway,Unknown,Unknown,Unknown
985269135,way,Unknown,footway,Unknown,Unknown,Unknown
985269136,way,Unknown,footway,Unknown,Unknown,Unknown
985415394,way,East 1st Street,residential,25 mph,Unknown,yes
986104553,way,Unknown,footway,Unknown,Unknown,Unknown
986104559,way,Unknown,footway,Unknown,Unknown,Unknown
986104560,way,Unknown,steps,Unknown,Unknown,Unknown
986104561,way,Unknown,footway,Unknown,Unknown,Unknown
986104565,way,Unknown,footway,Unknown,Unknown,Unknown
986104566,way,Unknown,footway,Unknown,Unknown,Unknown
986807784,way,Centre Street,secondary,20 mph,1,yes
986808853,way,Chambers Street,unclassified,20 mph,3,no
986838188,way,Reade Street,unclassified,20 mph,1,yes
989381742,way,Varick Street,primary,25 mph,3,yes
989390263,way,FDR Drive,motorway,30 mph,2,yes
989390264,way,FDR Drive,motorway,30 mph,2,yes
989390266,way,South Street,primary,20 mph,2,yes
989390267,way,South Street,primary,20 mph,2,yes
990068382,way,Unknown,service,Unknown,Unknown,Unknown
991176567,way,7th Avenue South,secondary,25 mph,4,yes
991176568,way,7th Avenue South,secondary,25 mph,4,yes
991205021,way,Kenmare Street,primary,25 mph,2,Unknown
991205022,way,Cleveland Place,secondary,25 mph,1,yes
992141077,way,Prince Street,residential,25 mph,Unknown,yes
992329314,way,Unknown,footway,Unknown,Unknown,Unknown
992329316,way,Unknown,footway,Unknown,Unknown,Unknown
992405800,way,East Houston Street,primary,25 mph,3,yes
992405801,way,East Houston Street,primary,25 mph,3,yes
992405802,way,East 1st Street,residential,25 mph,1,yes
993793439,way,Unknown,motorway,25 mph,2,yes
993793440,way,Unknown,motorway_link,25 mph,3,yes
993793441,way,Battery Place,primary,20 mph,1,yes
993793442,way,Battery Place,primary,20 mph,2,no
993795183,way,FDR Drive,motorway,25 mph,2,yes
993795184,way,South Street,primary,20 mph,1,yes
993795185,way,South Street,primary,20 mph,2,yes
993795186,way,South Street,primary,20 mph,2,Unknown
993797873,way,East Houston Street,primary,25 mph,2,yes
993797876,way,East 2nd Street,residential,20 mph,Unknown,yes
993797880,way,East Houston Street,primary,25 mph,4,yes
993797881,way,East Houston Street,primary,25 mph,2,yes
993797882,way,East Houston Street,primary,25 mph,3,yes
993797883,way,East Houston Street,primary,25 mph,2,yes
993797884,way,East Houston Street,primary,25 mph,2,yes
993797885,way,East Houston Street,primary,25 mph,2,yes
993797891,way,East Houston Street,primary,25 mph,2,yes
993797893,way,East Houston Street,primary,25 mph,2,yes
993799930,way,Allen Street,primary,25 mph,2,yes
993799933,way,Unknown,footway,Unknown,Unknown,Unknown
993799943,way,Rivington Street,footway,Unknown,Unknown,Unknown
997125811,way,Bowery,primary,25 mph,4,Unknown
997314584,way,Unknown,footway,Unknown,Unknown,Unknown
997314589,way,Unknown,footway,Unknown,Unknown,Unknown
997314590,way,Unknown,footway,Unknown,Unknown,Unknown
997314591,way,Unknown,footway,Unknown,Unknown,Unknown
997314593,way,Unknown,footway,Unknown,Unknown,Unknown
997314594,way,Unknown,footway,Unknown,Unknown,Unknown
997314597,way,Unknown,footway,Unknown,Unknown,Unknown
997314598,way,Unknown,footway,Unknown,Unknown,Unknown
997314599,way,Unknown,footway,Unknown,Unknown,Unknown
997314600,way,Unknown,footway,Unknown,Unknown,Unknown
997314601,way,Unknown,footway,Unknown,Unknown,Unknown
997314602,way,Unknown,footway,Unknown,Unknown,Unknown
997314603,way,Unknown,footway,Unknown,Unknown,Unknown
997314604,way,Unknown,footway,Unknown,Unknown,Unknown
997314605,way,Unknown,footway,Unknown,Unknown,Unknown
997314606,way,Unknown,footway,Unknown,Unknown,Unknown
997314611,way,Unknown,footway,Unknown,Unknown,Unknown
997314612,way,Unknown,footway,Unknown,Unknown,Unknown
997314613,way,Unknown,footway,Unknown,Unknown,Unknown
997314614,way,Unknown,footway,Unknown,Unknown,Unknown
997314615,way,Unknown,footway,Unknown,Unknown,Unknown
997314616,way,Unknown,footway,Unknown,Unknown,Unknown
997314617,way,Unknown,footway,Unknown,Unknown,Unknown
997314618,way,Unknown,footway,Unknown,Unknown,Unknown
997314619,way,Unknown,footway,Unknown,Unknown,Unknown
997314620,way,Unknown,footway,Unknown,Unknown,Unknown
997314621,way,Unknown,footway,Unknown,Unknown,Unknown
997314622,way,Unknown,footway,Unknown,Unknown,Unknown
997314623,way,Unknown,footway,Unknown,Unknown,Unknown
997314624,way,Unknown,footway,Unknown,Unknown,Unknown
997455683,way,Holland Tunnel Rotary,motorway,25 mph,3,yes
997816402,way,Unknown,footway,Unknown,Unknown,Unknown
997816405,way,Unknown,steps,Unknown,Unknown,Unknown
997816406,way,Unknown,footway,Unknown,Unknown,Unknown
997816407,way,Unknown,footway,Unknown,Unknown,Unknown
997816408,way,Unknown,footway,Unknown,Unknown,Unknown
997816988,way,Unknown,footway,Unknown,Unknown,Unknown
997816990,way,Unknown,footway,Unknown,Unknown,Unknown
997816991,way,Unknown,footway,Unknown,Unknown,Unknown
997816992,way,Unknown,footway,Unknown,Unknown,Unknown
1001551989,way,Battery Park City Greenway,footway,Unknown,2,Unknown
1002798653,way,West Street,primary,30 mph,2,yes
1002798654,way,West Street,primary,25 mph,2,yes
1003466060,way,Varick Street,primary,25 mph,3,yes
1003466061,way,Varick Street,primary,25 mph,2,yes
1003466062,way,Vandam Street,residential,25 mph,1,yes
1003466063,way,Spring Street,residential,25 mph,Unknown,yes
1003466064,way,Varick Street,primary,25 mph,2,yes
1003466066,way,Varick Street,primary,25 mph,2,yes
1003466067,way,Varick Street,primary,25 mph,4,yes
1003466068,way,Unknown,footway,Unknown,Unknown,Unknown
1004369132,way,Canal Street,secondary,20 mph,2,Unknown
1004369133,way,Allen Street,primary,20 mph,2,yes
1007128150,way,Unknown,footway,Unknown,Unknown,Unknown
1007128151,way,Unknown,footway,Unknown,Unknown,Unknown
1007128152,way,Unknown,footway,Unknown,Unknown,Unknown
1007128153,way,Unknown,footway,Unknown,Unknown,Unknown
1007128154,way,Unknown,footway,Unknown,Unknown,Unknown
1007128155,way,Unknown,footway,Unknown,Unknown,Unknown
1007450159,way,Unknown,service,Unknown,Unknown,Unknown
1007450160,way,Unknown,footway,Unknown,Unknown,Unknown
1007450161,way,Unknown,footway,Unknown,Unknown,Unknown
1007450162,way,Unknown,footway,Unknown,Unknown,Unknown
1007450164,way,Unknown,footway,Unknown,Unknown,Unknown
1007629837,way,Vestry Street,residential,20 mph,1,yes
1007629838,way,Hudson Street,trunk,20 mph,5,yes
1007629839,way,Hudson Street,trunk,20 mph,4,yes
1008770643,way,Unknown,footway,Unknown,Unknown,Unknown
1008770644,way,Unknown,footway,Unknown,Unknown,Unknown
1008770645,way,Unknown,footway,Unknown,Unknown,Unknown
1008770646,way,Unknown,footway,Unknown,Unknown,Unknown
1008770647,way,Unknown,footway,Unknown,Unknown,Unknown
1008770648,way,Unknown,footway,Unknown,Unknown,Unknown
1008770649,way,Unknown,footway,Unknown,Unknown,Unknown
1008770650,way,Unknown,footway,Unknown,Unknown,Unknown
1008770651,way,Unknown,footway,Unknown,Unknown,Unknown
1008770652,way,Unknown,footway,Unknown,Unknown,Unknown
1008770653,way,Unknown,footway,Unknown,Unknown,Unknown
1008770654,way,Unknown,footway,Unknown,Unknown,Unknown
1008770655,way,Unknown,footway,Unknown,Unknown,Unknown
1008770656,way,Unknown,footway,Unknown,Unknown,Unknown
1008770657,way,Unknown,footway,Unknown,Unknown,Unknown
1008771581,way,Unknown,footway,Unknown,Unknown,Unknown
1008771582,way,Unknown,footway,Unknown,Unknown,Unknown
1008771584,way,Unknown,footway,Unknown,Unknown,Unknown
1008774791,way,Unknown,footway,Unknown,Unknown,Unknown
1008774792,way,Unknown,footway,Unknown,Unknown,Unknown
1008774793,way,Unknown,footway,Unknown,Unknown,Unknown
1008774794,way,Unknown,footway,Unknown,Unknown,Unknown
1008774795,way,Unknown,footway,Unknown,Unknown,Unknown
1008774796,way,Unknown,footway,Unknown,Unknown,Unknown
1008774797,way,Unknown,footway,Unknown,Unknown,Unknown
1010159653,way,Chambers Street,unclassified,20 mph,4,no
1010732943,way,Unknown,footway,Unknown,Unknown,Unknown
1010732944,way,Unknown,footway,Unknown,Unknown,Unknown
1010761117,way,Unknown,footway,Unknown,Unknown,Unknown
1010761118,way,Unknown,footway,Unknown,Unknown,Unknown
1010812060,way,Unknown,footway,Unknown,Unknown,Unknown
1010812061,way,Unknown,footway,Unknown,Unknown,Unknown
1011874918,way,Canal Street,trunk,20 mph,3,yes
1012145829,way,Unknown,service,Unknown,Unknown,Unknown
1013077794,way,Unknown,footway,Unknown,Unknown,Unknown
1013077795,way,Unknown,footway,Unknown,Unknown,Unknown
1013077796,way,Unknown,footway,Unknown,Unknown,Unknown
1013077797,way,Unknown,footway,Unknown,Unknown,Unknown
1013077798,way,Unknown,footway,Unknown,Unknown,Unknown
1013077799,way,Unknown,footway,Unknown,Unknown,Unknown
1014255988,way,East Houston Street,primary,25 mph,2,yes
1014414685,way,Unknown,footway,Unknown,Unknown,Unknown
1015136702,way,Park Place,footway,Unknown,Unknown,Unknown
1015136704,way,Broadway,steps,Unknown,Unknown,Unknown
1015136706,way,Beekman Street,footway,Unknown,Unknown,Unknown
1015136707,way,Unknown,footway,Unknown,Unknown,Unknown
